,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,Wine Year
9552,9552,US,"Fresh and easy aromas of raspberry, plum candy, dark rose petals, boysenberry and allspice show on the nose of this clonal study. The palate blends big, joyous purple fruit and grippy tannic tension, also presenting lavender and Sichuan peppercorn tones.",Clone 115,93,58.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Fess Parker 2015 Clone 115 Pinot Noir (Sta. Rita Hills),Pinot Noir,Fess Parker,2015
9553,9553,US,"This is a wildly exotic wine, vibrantly abuzz in cranberry, pomegranate and rhubarb, a side note of barnyard-like earth and pretty rose petal. Tight-grained acidity remains firm in the glass and supportive of a grittiness of texture, notes of clove and black tea spiked throughout.",La Cruz Vineyard,93,45.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Keller 2014 La Cruz Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Keller,2014
9556,9556,US,"Plenty of fresh purple flowers, from violets to lilacs, show on the nose of this bottling, as well as cola spice and a strong core of blueberry fruit. It's lightweight but well structured on the palate, where rose hips, lavender, fennel fronds and tarragon meet with boysenberry and light elderberry. This is still very fresh and young.",Watch Hill Vineyard,93,48.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Montemar Wines 2013 Watch Hill Vineyard Grenache (Santa Barbara County),Grenache,Montemar Wines,2013
9559,9559,US,"This perennial favorite lives up to its word-of-mouth goodness, offering fistfuls of blueberry and huckleberry with a juicy length and throughput of acidity. Soft and strong, it's supple, floral and memorable in its deliciousness.",Black Chicken,93,48.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Robert Biale 2015 Black Chicken Zinfandel (Napa Valley),Zinfandel,Robert Biale,2015
9560,9560,US,"This Syrah, which is enhanced by 15% Petit Verdot, is one of the better wines from the region on the market for less than $25. Awesome aromas of pepper, blackberry and charred beef are intense and deep, while the palate is lifted by bountiful acidity and flavors of boysenberry, white, black and green peppercorns, incense and sagebrush.",Para Maria de los Tecolotes,93,22.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Stolpman 2016 Para Maria de los Tecolotes Red (Santa Barbara County),Red Blend,Stolpman,2016
9561,9561,US,"This bottling from Santa Barbara County's oldest Syrah planting is always like tasting history. Aromas of roasted coffee beans and charred wood meet with pressed blackberry, vanilla and caramel on the nose. The palate combines tart black-plum skins with charred meat, more roasted coffee and lots of cocoa dust, with riper hints of fig and blueberry fruit arising toward the finish.",Black Bear Block,93,68.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Zaca Mesa 2014 Black Bear Block Syrah (Santa Ynez Valley),Syrah,Zaca Mesa,2014
9563,9563,US,"A 100% varietal, site-specific wine from the heart of the appellation, this succeeds in a herbal persistence and lean nose. Red currant, cassis and anise wrap around thick tannins, with lingering notes of clove and cedar.",Skellenger Lane,93,95.0,California,Rutherford,Napa,Virginie Boone,@vboone,Addendum 2014 Skellenger Lane Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Addendum,2014
9564,9564,US,"Made entirely from Chardonnay, this is a bright sparkling wine, bubbling in acidity and dry, leavened layers of apple and pear. A creaminess of vanilla balances the crispness, making for a successful small-production sparkler.",Blanc de Blancs,93,50.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Benovia 2012 Blanc de Blancs Chardonnay (Russian River Valley),Chardonnay,Benovia,2012
9565,9565,US,"From a high desert vineyard in the Cuyama Valley area, this bottling impresses with structure and earthy minerality. Aromas of black rocks, loamy soils and beef crust meet with shreds of elderberry and black plum on the nose. The palate's sticky tannins are persistent but pleasant, carrying flavors of dried blueberry, savory charred meats and a touch of lilac and rose petal.",Alta Mesa Vineyard,93,38.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Bodega de Edgar 2014 Alta Mesa Vineyard Mourvèdre (Santa Barbara County),Mourvèdre,Bodega de Edgar,2014
9566,9566,US,"The blend of 55% Grenache, 25% Syrah, 16% Mourvèdre and 4% Cinsaut offers subtle mulberry fruit on the nose, a spicy peppercorn kick and plenty of gamy meats. That funky meat quality, from raw to jerkied, is prominent and pure on the sip, surrounded by exotic plums and Middle Eastern spices.",Le Cigare Volant,93,45.0,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Bonny Doon 2013 Le Cigare Volant Red (Central Coast),Rhône-style Red Blend,Bonny Doon,2013
9567,9567,US,"There's a compellingly nutty warmth to the nose of this reserve blend of 66% Grenache Blanc and 34% Roussanne, with pecan and cashew aromas as well as more tart scents of key lime peels and lemon mousse. It lands heavily on the palate with roasted banana flavors and a buttery midpalate, but it is cut immediately by a kumquat tartness. Fascinating sipper.",Le Cigare Blanc Reserve,93,48.0,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Bonny Doon 2014 Le Cigare Blanc Reserve White (Central Coast),Rhône-style White Blend,Bonny Doon,2014
9579,9579,US,"An aromatically reserved wine with notes of apple and melon. It's medium bodied and drinks dry, losing some of its concentration in the middle.",Estate Grown,86,14.0,Oregon,Rogue Valley,Southern Oregon,Sean P. Sullivan,@wawinereport,Foris 2013 Estate Grown Pinot Gris (Rogue Valley),Pinot Gris,Foris,2013
9587,9587,US,"Fermented and aged in stainless steel, this is aromatic, with notes of ripe peach, melon and honeysuckle. It's full bodied, somewhat viscous in feel, carrying considerable alcoholic warmth.",Estate Grown,85,25.0,Oregon,Umpqua Valley,Southern Oregon,Sean P. Sullivan,@wawinereport,Abacela 2013 Estate Grown Viognier (Umpqua Valley),Viognier,Abacela,2013
9588,9588,US,"Earthy and recalling the aromas of a woodshed or old barn, this tastes of darker fruit. Relatively lean on the palate, it ends as abruptly as it starts.",Sangiacomo Vineyard,85,42.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Bonneau 2011 Sangiacomo Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Bonneau,2011
9600,9600,US,"This is 100% Riesling, but with less than half the residual sugar of the winery's 2011 vintage. Sourced from the Evergreen Vineyard in the up-and-coming Ancient Lakes AVA, it has great acidity and purity of fruit, along with the minerality for which the region is known. Dense flavors of lime, grapefruit and pineapple are at the core of this wonderfully concentrated, expressive Riesling.",The Magician Evergreen Vineyard White Wine,93,18.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Sleight of Hand 2012 The Magician Evergreen Vineyard White Wine Riesling (Columbia Valley (WA)),Riesling,Sleight of Hand,2012
9607,9607,US,"The No Girls Grenache, from a vineyard adjacent to Armada (the source for the Cayuse God Only Knows Grenache) is lighter, more elegant, perhaps brighter than its companion wine, with fresh blueberry and other pie berry  fruits, a streak of umami, herbal tea and impressive minerality. Almost Burgundian in style, it possesses excellent length and wonderful texture.",La Paciencia Vineyard,93,65.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,No Girls 2010 La Paciencia Vineyard Grenache (Walla Walla Valley (WA)),Grenache,No Girls,2010
9608,9608,US,"The 2010 Widowmaker shows a bit more fruit, less funk than usual. It's a pleasing mix of berries, cherries, plums and figs, along with clean earth, green tea and a hint of chocolate. The tannins are smooth and the flavors linger gracefully and slowly fade through the finish.",The Widowmaker En Chamberlin Vineyard,93,85.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Cayuse 2010 The Widowmaker En Chamberlin Vineyard Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Cayuse,2010
9615,9615,US,"Powerful scents of black olive, brine, seaweed and umami introduce this classic Syrah from the heart of what's known as The Rocks District in Walla Walla. The flavors are a complex mix of iron, rock, saline minerality and crushed raspberries. The No Girls project is distinct from Cayuse, sourced exclusively from the La Paciencia Vineyard, and provides a showcase for wines with elegant aromatics, great balance, length and complexity.",La Paciencia Vineyard,93,65.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,No Girls 2010 La Paciencia Vineyard Syrah (Walla Walla Valley (WA)),Syrah,No Girls,2010
9630,9630,US,"There's a heaviness to this 76% Cab blended with 7% Petit Verdot, 6% Merlot, 6% Cab Franc and 5% Malbec. A muscular, powerful wine, it's intense in hay and herb, the finish veering savory to the point of sour.",Stagecoach Vineyard,85,85.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Krupp Brothers 2009 Stagecoach Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Krupp Brothers,2009
9634,9634,US,"Ripe aromas of blueberry, acai fruit and grape candy get touched by smoked meat, crushed herbs and a slight mint. Leather and tar flavors emerge on the palate, but the fruits and spice characteristics are wound up in incredibly firm, mouth-drying tannins, which are overwhelming right now.",Red Cloud,85,25.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Wild Coyote 2012 Red Cloud Syrah (Paso Robles),Syrah,Wild Coyote,2012
9635,9635,US,"This aromatically unusual wine features notes of peppermint, honeycomb and apricot. It's front loaded in feel, pulling up short on the back half.",Caliche Lake Vineyard,85,10.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,For a Song 2012 Caliche Lake Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,For a Song,2012
9639,9639,US,"Funky and feral, this is a dark, bacon-y Pinot that's alive on the palate, swarmed by silky tannins, the tension between oak and fruit resolved.",Estate Grown,85,18.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Cline 2012 Estate Grown Pinot Noir (Sonoma Coast),Pinot Noir,Cline,2012
9646,9646,US,"Coming from a cool vintage, this shows notes of green herbs, vanilla and black cherry. It's somewhat lean in feel with puckering acids and chalky tannins.",A Day's Work Estate Grown,85,26.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Stemilt Creek 2010 A Day's Work Estate Grown Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Stemilt Creek,2010
9647,9647,US,"Equal parts Syrah and Merlot with a dash of Mourvèdre and Cabernet Franc (3% each), this wine brings notes of biscuit, cherry, dill and dried cranberry. Like many wines from this vintage in Washington, it's quite tart out of the gate, supported by chewy tannins.",Boss Lady Estate Grown,85,24.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Stemilt Creek 2010 Boss Lady Estate Grown Red (Columbia Valley (WA)),Red Blend,Stemilt Creek,2010
9651,9651,US,"Surprisingly shy in aromas at first, this eventually releases pleasing elements of mace, nutmeg, star anise and red cherry. The palate is softly lush and earthy, with black rocks, heavy black plum, hoisin sauce, boysenberry and a cola character. With quite strong structure, this will smooth and grow more delicious with time. Drink 2018–2028.",Melville Vineyard,91,64.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Foxen 2013 Melville Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Foxen,2013
9658,9658,US,"One of the most beautiful package designs in the state introduces a fresh and toasty wine that translates this cool, wet vintage into a most delicate and enjoyable bottle of Pinot. Light cranberry and cherry fruit is set in a gently proportional bed of tart acid and pretty oak, 40% new.",Juel,90,37.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Antiquum Farm 2013 Juel Pinot Noir (Willamette Valley),Pinot Noir,Antiquum Farm,2013
9659,9659,US,"Firm and polished, this barrel-fermented wine is just rounded off enough, without damping the bright, almost crunchy fruit. There's a light touch of toast and the structure for further bottle age to improve it. Drink 2017–2025.",Estate,90,28.0,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Bethel Heights 2013 Estate Chardonnay (Eola-Amity Hills),Chardonnay,Bethel Heights,2013
9660,9660,US,"A striking shade of amber/orange, this soft and fruity wine is open and loose knit, with broad flavors of mature, slightly oxidized tree fruits, plus lightly spicy notes of cinnamon and baking spices. It's very well made, but well apart from any standard approach.",Wirtz Vineyard,90,32.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Big Table Farm 2014 Wirtz Vineyard Pinot Gris (Willamette Valley),Pinot Gris,Big Table Farm,2014
9663,9663,US,"Nicely layered aromas of clove, graphite, iron and simmering black cherries show on the complex nose of this well-priced bottling. More iron and raspberry appear on the palate, where a balanced acidity pairs well with the strong mineral character.",Estate Grown,90,40.0,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Chamisal Vineyards 2013 Estate Grown Pinot Noir (Edna Valley),Pinot Noir,Chamisal Vineyards,2013
9666,9666,US,"Although red cherry and raspberry make an appearance, this vineyard-designate is otherwise all about forested pine and earthy pungency, accented by a pretty floral tease of rose petal. High in acidity and tannin, it takes time in the glass to settle down and find its balance, with a lengthy finish of black licorice and clove.",Terra de Promissio,90,70.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Della 2013 Terra de Promissio Pinot Noir (Sonoma Coast),Pinot Noir,Della,2013
